year,rank,song,artist,gender,lyrics,femflag,mascflag,loveflag,genderref,femphases,mascphases,lovephases
2009,9,Heartless,Kanye West,man, in the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartless how could you be so cold as the winter wind when it breeze yo just remember that you talkin to me though you know need to watch the way you talkin to me yo i mean after all the things that weve been through i mean after all the things we got into hey yo i know of some things that you aint told me hey yo i did some things but thats the old me and now you wanna get me back and you goin show me so you walk around like you dont know me you got a new friend well i got homies but in the end its still so lonely in the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartless how could be so dr evil you bringin out a side of me that i dont know i decided we werent goin speak so why we up three am on the phone why does she be so mad at me for homie i dont know shes hot and cold i wont stop i wont mess my groove up cause i already know how this thing go you run and tell your friends that youre leaving me they say that they dont see what you see in me you wait a couple months then you gon see youll never find nobody better than me in the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartless talkin talkin talkin talk baby lets just knock it off they dont know what we been through they dont know bout me and you so i got something new to see and you just goin keep hatin me and we just goin be enemies i know you cant believe i could just leave it wrong and you cant make it right im goin take off tonight into the night in the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartless ,1,1,1,Masc & fem reference,"am on the phone why does she be so mad at me for, he lost his soul to a woman so heartless how could you be",told somewhere far along this road he lost his soul to a woman,so heartless talkin talkin talkin talk baby lets just knock it off they
2009,28,Day 'N' Nite,Kid Cudi,man, day and night what what i toss and turn i keep stressing my mind mind what what i look for peace but see i dont attain what what what i need for keeps this silly game we play play now look at this what what madness to magnet keeps attracting me me what what i try to run but see im not that fast what what i think im first but surely finish last last cause day and night the lonely stoner seems to free his mind at night hes all alone through the day and night the lonely loner seems to free his mind at night at at at night day and night the lonely stoner seems to free his mind at night hes all alone some things will never change never change the lonely loner seems to free his mind at night at at at night hold the phone what what the lonely stoner mr solo doe low what what hes on the move cant seem to shake the shade what what within his dreams he sees the life he made made the pain is deep what what a silent sleeper you wont hear a peep peep what what the girl he wants dont seem to want him to what what it seems the feelings that she had are through through cause day and night the lonely stoner seems to free his mind at night hes all alone through the day and night the lonely loner seems to free his mind at night at at at night day and night the lonely stoner seems to free his mind at night hes all alone some things will never change never change the lonely loner seems to free his mind at night at at at night slow mo what what when the temple slows up and creates that new new what what he seems alive though he is feeling blue what what the sun is shining man hes super cool cool the lonely nights what what they fade away he slips into his white nikes what what he smokes a clip and then hes on the way what what to free his mind in search of to free his mind in search of to free his mind in search of cause day and night the lonely stoner seems to free his mind at night hes all alone through the day and night the lonely loner seems to free his mind at night at at at night day and night the lonely stoner seems to free his mind at night hes all alone some things will never change never change the lonely loner seems to free his mind at night at at at night at at at night ,1,1,0,Masc & fem reference,"a peep peep what what the girl he wants dont seem to want, what it seems the feelings that she had are through through cause day","the lonely stoner seems to free his mind at night hes all alone, mr solo doe low what what hes on the move cant seem to, creates that new new what what he seems alive though he is feeling, peep peep what what the girl he wants dont seem to want him, he smokes a clip and then hes on the way what what to, nights what what they fade away he slips into his white nikes what, shake the shade what what within his dreams he sees the life he, mind in search of to free his mind in search of to free, what what the sun is shining man hes super cool cool the lonely, the lonely loner seems to free his mind at night at at at",
2009,14,Use Somebody,Kings Of Leon,man, ive been roaming around always looking down at all i see painted faces fill the places i cant reach you know that i could use somebody you know that i could use somebody someone like you and all you know and how you speak countless lovers under cover of the street you know that i could use somebody you know that i could use somebody someone like you off in the night while you live it up im off to sleep waging wars to shape the poet and the beat i hope its gonna make you notice i hope its gonna make you notice someone like me someone like me someone like me somebody someone like you somebody someone like you somebody someone like you somebody ive been roaming around always looking down at all i see ,0,0,0,No reference,,,
2009,61,New Divide,Linkin Park,man, i remembered black skies the lightning all around me i remembered each flash as time began to blur like a startling sign that fate had finally found me and your voice was all i heard that i get what i deserve so give me reason to prove me wrong to wash this memory clean let the floods cross the distance in your eyes give me reason to fill this hole connect the space between let it be enough to reach the truth that lies across this new divide there was nothing in sight but memories left abandoned there was nowhere to hide the ashes fell like snow and the ground caved in between where we were standing and your voice was all i heard that i get what i deserve so give me reason to prove me wrong to wash this memory clean let the floods cross the distance in your eyes across this new divide in every loss in every lie in every truth that youd deny and each regret and each goodbye was a mistake to great to hide and your voice was all i heard that i get what i deserve so give me reason to prove me wrong to wash this memory clean let the floods cross the distance in your eyes give me reason to fill this hole connect the space between let it be enough to reach the truth that lies across this new divide across this new divide across this new divide ,0,0,0,No reference,,,
2009,65,Break Up,Mario Featuring Gucci Mane & Sean Garrett,man, i love you but i dont think i can love you anymore when i kiss you so good why would you wanna break up when this loving is so good why would you wanna break up when i hit that so good why would you wanna break up when this feeling is so good why would you wanna break up loving you loving you loving you when im when im loving you loving you why would you wanna break up do anything for you why would you wanna break up see i been driving through your hood why would you wanna break up now baby girl have dumped me she no longer wants me im no longer hired she says that ive been fired on to the next one more fish in the sea girls are like buses miss one next 15 one comin gucci mane crazy and his ice game stunnin swag so stupid still the bitch straight dumped me over no more smokin doja baby girl went awol she used to be my soulja dont dont i lace you with the gucci dont dont i deck you in the louis dont dont i make your earlobes freeze dont dont when i dive i dive deep i know i be gone i know i be gone i know i be flirtin with them girls i know i be said id be right back but take to long i know i be saying i be faithful but i dont i know i be making you them promises then breaking youre heart again telling you she wasnt who she was then we arguing but baby i love you loving you loving you loving you when im when im loving you loving you why would you wanna break up do anything for you why would you wanna break up see i been driving through your hood why would you wanna break up loving you loving you loving you when im when im loving you loving you why would you wanna break up do anything for you why would you wanna break up see i been driving through your hood why would you wanna break up you might be from the hood but to me girl youre a model everything that iii ever seen in a model if youre leaving baby dont leave me till tomorrow tonight we gon get a little tipsy with a bottle you gonna get me up im take em down im gonna change my ways we gon work it out girl i wouldnt be the same if you was with somebody else girl it wouldnt be the same if i was with somebody else i know i made mistakes before promise you wont get hurt no more i got what you like it you know once you lay down its on loving you loving you loving you when im when im loving you loving you why would you wanna break up do anything for you why would you wanna break up see i been driving through your hood why would you wanna break up loving you loving you loving you when im when im loving you loving you why would you wanna break up do anything for you why would you wanna break up see i been driving through your hood why would you wanna break up why you wanna leave me you should wanna tease me icing aint easy i make it look easy you should cop youre belly mention rock louis now its for shawty i dont like gucci gucci gucci gucci loving you loving you loving you when im when im loving you loving you why would you wanna break up do anything for you why would you wanna break up see i been driving through your hood why would you wanna break up loving you loving you loving you when im when im loving you loving you why would you wanna break up do anything for you why would you wanna break up see i been driving through your hood why would you wanna break up so would you break up break up break up yeah im back baby ,1,1,1,Masc & fem reference,"know i be flirtin with them girls i know i be said id, breaking youre heart again telling you she wasnt who she was then we, over no more smokin doja baby girl went awol she used to be, one more fish in the sea girls are like buses miss one next, from the hood but to me girl youre a model everything that iii, you wanna break up now baby girl have dumped me she no longer, wants me im no longer hired she says that ive been fired on, ways we gon work it out girl i wouldnt be the same if, mention rock louis now its for shawty i dont like gucci gucci gucci",one comin gucci mane crazy and his ice game stunnin swag so stupid,"would you wanna break up now baby girl have dumped me she no, me over no more smokin doja baby girl went awol she used to, you them promises then breaking youre heart again telling you she wasnt who, i love you but i dont think i can love, in a model if youre leaving baby dont leave me till tomorrow tonight, break up break up break up yeah im back baby, she was then we arguing but baby i love you loving you loving, but i dont think i can love you anymore when i kiss you"
2009,99,Pretty Wings,Maxwell,man, time will bring the real end of our trial one day theyll be no remnants no trace no residual feelings within ya one day you wont remember me your face will be the reason i smile but i will not see what i cannot have forever ill always love ya i hope you feel the same oh you played me dirty your game was so bad you toyed with my affliction had to fill out my prescription found the remedy i had to set you free away from me to see clearly the way that love can be when you are not with me i had to leave i have to live i had to lead i had to live if i cant have you let love set you free to fly your pretty wings around pretty wings your pretty wings your pretty wings pretty wings around i came wrong you were right transformed your love into like baby believe me im sorry i told you lies i turned day into night sleep till i die a thousand times i shouldve showed you better nights better times better days i miss you more and more if i cant have you let love set you free to fly your pretty wings around pretty wings your pretty wings your pretty wings your pretty wings around pretty wings your pretty wings your pretty wings your pretty wings around pretty wings pretty wings pretty wings pretty wings pretty wings around pretty wings your pretty wings around pretty wings your pretty wings around pretty wings your pretty wings around pretty wings your pretty wings around pretty wings your pretty wings around pretty wings your pretty wings around pretty wings your pretty wings around ,0,0,1,No reference,,,"to see clearly the way that love can be when you are not, i cannot have forever ill always love ya i hope you feel the, wrong you were right transformed your love into like baby believe me im, if i cant have you let love set you free to fly your"
2009,42,Mad,Ne-Yo,man, shes starin at me im sittin wonderin what shes thinkin nobodys talkin cause talkin just turned into screamin and now is im yellin over her shes yellin over me all that that means is neither of us is listening and whats even worse that we dont even remember why were fighting so both of us are mad for nothin fighting for nothin crying for nothin whoa but we wont let it go for nothin no not for nothin this should be nothin to a love like what we got oh baby i know sometimes its gonna rain but baby can we make up now cause i cant sleep through the pain cant sleep through the pain girl i dont wanna go to bed mad at you and i dont want you to go to bed mad at me no i dont wanna go to bed mad at you and i dont want you to go to bed mad at me oh no no no and it gets me upset girl when youre constantly accusing askin questions like youve already known were fighting this war baby when both of us are losing this aint the way that love is supposed to go whoa what happened to workin it out weve falled into this place where you aint backin down and i aint backin down so what the hell do we do now its all for nothin fighting for nothin crying for nothin whoa but we wont let it go for nothin no not for nothin this should be nothin to a love like what we got oh baby i know sometimes its gonna rain but baby can we make up now cause i cant sleep through the pain cant sleep through the pain girl i dont wanna go to bed mad at you and i dont want you to go to bed mad at me no i dont wanna go to bed mad at you and i dont want you to go to bed mad at me oh no no no oh baby this love aint gonna be perfect perfect perfect oh oh and just how good its gonna be we can fuss and we can fight long as everything alright between us before we go to sleep baby were gonna be happy i know sometimes its gonna rain but baby can we make up now cause i cant sleep through the pain cant sleep through the pain girl i dont wanna go to bed mad at you and i dont want you to go to bed mad at me no i dont wanna go to bed mad at you and i dont want you to go to bed mad at me oh no no no ,1,0,1,Opposite-gender,"and now is im yellin over her shes yellin over me all that, pain cant sleep through the pain girl i dont wanna go to bed, no and it gets me upset girl when youre constantly accusing askin questions, at me im sittin wonderin what shes thinkin nobodys talkin cause talkin just, shes starin at me im sittin wonderin what shes thinkin",,"me oh no no no oh baby this love aint gonna be perfect, know sometimes its gonna rain but baby can we make up now cause, this should be nothin to a love like what we got oh baby, already known were fighting this war baby when both of us are losing, us before we go to sleep baby were gonna be happy i know"
2009,51,Gotta Be Somebody,Nickelback,man, this time i wonder what it feels like to find the one in this life the one we all dream of but dreams just arent enough so ill be waiting for the real thing ill know it by the feeling the moment when were meeting will play out like a scene straight off the silver screen so ill be holding my breath right up til the end until that moment when i find the one that ill spend forever with cause nobody wants to be the last one there cause everyone wants to feel like someone cares someone to love with my life in their hands theres gotta be somebody for me like that cause nobody wants to go it on their own and everyone wants to know theyre not alone theres somebody else that feels the same somewhere theres gotta be somebody for me out there tonight out on the street out in the moonlight and dammit this feels too right its just like deja vu me standing here with you so ill be holding my breath could this be the end is it that moment when i find the one that ill spend forever with cause nobody wants to be the last one there cause everyone wants to feel like someone cares someone to love with my life in their hands theres gotta be somebody for me like that cause nobody wants to go it on their own and everyone wants to know theyre not alone theres somebody else that feels the same somewhere theres gotta be somebody for me out there you cant give up when youre looking for a diamond in the rough cause you never know when it shows up make sure youre holding on cause it could be the one the one youre waiting on cause nobody wants to be the last one there and everyone wants to feel like someone cares someone to love with my life in their hands theres gotta be somebody for me oh nobody wants to go it on their own and everyone wants to know theyre not alone theres somebody else that feels the same somewhere theres gotta be somebody for me out there nobody wants to be the last one there cause everyone wants to feel like someone cares theres somebody else that feels the same somewhere theres gotta be somebody for me out there ,0,0,1,No reference,,,feel like someone cares someone to love with my life in their hands
2009,70,If Today Was Your Last Day,Nickelback,man, my best friend gave me the best advice he said each days a gift and not a given right leave no stone unturned leave your fears behind and try to take the path less traveled by that first step you take is the longest stride if today was your last day and tomorrow was too late could you say goodbye to yesterday would you live each moment like your last leave old pictures in the past donate every dime you have if today was your last day if today was your last day against the grain should be a way of life whats worth the prize is always worth the fight every second counts cause theres no second try so live like youll never live it twice dont take the free ride in your own life if today was your last day and tomorrow was too late could you say goodbye to yesterday would you live each moment like your last leave old pictures in the past donate every dime you have would you call old friends you never see reminisce old memories would you forgive your enemies would you find that one youre dreamin of swear up and down to god above that you finally fall in love if today was your last day if today was your last day would you make your mark by mending a broken heart you know its never too late to shoot for the stars regardless of who you are so do whatever it takes cause you cant rewind a moment in this life let nothin stand in your way cause the hands of time are never on your side if today was your last day and tomorrow was too late could you say goodbye to yesterday would you live each moment like your last leave old pictures in the past donate every dime you have would you call old friends you never see reminisce old memories would you forgive your enemies would you find that one youre dreamin of swear up and down to god above that you finally fall in love if today was your last day ,0,1,1,Same-gender,,"my best friend gave me the best advice he said, friend gave me the best advice he said each days a gift and","above that you finally fall in love if today was your last day, finally fall in love if today was your last day, your mark by mending a broken heart you know its never too late"
2009,60,Fireflies,Owl City,man, you would not believe your eyes if ten million fireflies lit up the world as i fell asleep cause they fill the open air and leave teardrops everywhere youd think me rude but i would just stand and stare id like to make myself believe that planet earth turns slowly its hard to say that id rather stay awake when im asleep cause everything is never as it seems cause id get a thousand hugs from ten thousand lightning bugs as they tried to teach me how to dance a foxtrot above my head a sock hop beneath my bed a disco ball is just hanging by a thread thread thread id like to make myself believe that planet earth turns slowly its hard to say that id rather stay awake when im asleep cause everything is never as it seems when i fall asleep leave my door open just a crack please take me away from here cause i feel like such an insomniac please take me away from here why do i tire of counting sheep please take me away from here when im far too tired to fall asleep to ten million fireflies im weird cause i hate goodbyes i got misty eyes as they said farewell said farewell but ill know where several are if my dreams get real bizarre cause i saved a few and i keep them in a jar jar jar id like to make myself believe that planet earth turns slowly its hard to say that id rather stay awake when im asleep cause everything is never as it seems when i fall asleep id like to make myself believe that planet earth turns slowly its hard to say that id rather stay awake when im asleep cause everything is never as it seems when i fall asleep id like to make myself believe that planet earth turns slowly its hard to say that id rather stay awake when im asleep because my dreams are bursting at the seams ,0,0,0,No reference,,,
2009,17,I Know You Want Me (Calle Ocho),Pitbull,man, ha ha its mr 305 checkin in for the remix you know thats 75 street brazil well this year gon be called calle ocho ha ha ha ha que ola cata que ola omega and this how we goin do it dale onetwothreefour unodotrescuatro i know you want me want me you know i want cha want cha i know you want me you know i want cha want cha i know you want me want me you know i want cha want cha i know you want me you know i want cha want cha ha ha ha onetwothreefour unodotrescuatro rumba sã­ ella quiere su rumba âcã³mo rumba sã­ ella quiere su rumba âcã³mo sã­ es verdad que tãº eres guapa yo te voy a poner gozar tãº tiene la boca grande vale ponte a jugar âcã³mo onetwothreefour unodostrescuatro woooh stick to the clock on my way to the top uh pit got it locked from brews to the locker rip uh big and pac that hes not but damn hes hot label flop but pit wont stop got her in the car quit playin with his âcã³mo watch him make a movie like alfred hitchcock ha enjoy me i know you want me want me you know i want cha want cha i know you want me you know i want cha want cha i know you want me want me you know i want cha want cha i know you want me you know i want cha want cha onetwothreefour unodotrescuatro rumba sã­ ella quiere su rumba âcã³mo rumba sã­ ella quiere su rumba âcã³mo sã­ es verdad que tãº eres guapa yo te voy a poner gozar tãº tiene la boca grande vale ponte a jugar âcã³mo onetwothreefour unodotrescuatro woooh mami got an ass like a donkey with a monkey look like king kong welcome to the crib 305 thats what it is with a woman down here are the shh dont play games they off the chain and they let her do everythang and anythang anythang and they love it gettin it in gettin on all night long dale i know you want me want me you know i want cha want cha i know you want me you know i want cha want cha i know you want me want me you know i want cha want cha i know you want me you know i want cha want cha onetwothreefour unodotrescuatro rumba sã­ ella quiere su rumba âcã³mo rumba sã­ ella quiere su rumba âcã³mo sã­ es verdad que tãº eres guapa yo te voy a poner gozar tãº tiene la boca grande vale ponte a jugar âcã³mo onetwothreefour unodotrescuatro baby you can get it if you with it we can play baby i got cribs i got condos we can stay even got a king size mattress we can lay baby i dont care i dont care what they say i know you want me want me you know i want cha want cha i know you want me you know i want cha want cha i know you want me want me you know i want cha want cha i know you want me you know i want cha want cha onetwothreefour unodotrescuatro rumba sã­ ella quiere su rumba âcã³mo rumba sã­ ella quiere su rumba âcã³mo sã­ es verdad que tãº eres guapa yo te voy a poner gozar tãº tiene la boca grande vale ponte a jugar âcã³mo onetwothreefour unodotrescuatro ,1,1,1,Masc & fem reference,"flop but pit wont stop got her in the car quit playin with, off the chain and they let her do everythang and anythang anythang and, thats what it is with a woman down here are the shh dont",rip uh big and pac that hes not but damn hes hot label,"king size mattress we can lay baby i dont care i dont care, you with it we can play baby i got cribs i got condos, everythang and anythang anythang and they love it gettin it in gettin on"
2009,46,Hotel Room Service,Pitbull,man, dj i want everybody to stop what theyre doing now if you know youre with somebody youre gonna take the hotel room tonight make some noise meet me at the hotel room meet me at the hotel room meet me at the hotel room meet me at the hotel room forget about your boyfriend and meet me at the hotel room you can bring your girlfriends and meet me at the hotel room forget about your boyfriend and meet me at the hotel room you can bring your girlfriends and meet me at the hotel room we at the hotel motel holiday inn we at the hotel motel holiday inn we at the hotel motel holiday inn we at the hotel motel holiday inn she like that freak stuff two and the o one in the eye that kinky stuff you nasty but i like your type and like ti its whatever you like bring your girls its whatever the night your man just left im the plumber tonight let me check your pipes oh youre the healthy type well here goes some egg whites now gimme that sweet that nasty gushy stuff let me tell you what we gon do two plus two im gonna undress you then were gonna go 3 and 3 you gon undress me then were gon go 4 and 4 we gon freak some more but first forget about your boyfriend and meet me at the hotel room you can bring your girlfriends and meet me at the hotel room forget about your boyfriend and meet me at the hotel room you can bring your girlfriends and meet me at the hotel room we at the hotel motel holiday inn we at the hotel motel holiday inn we at the hotel motel holiday inn we at the hotel motel holiday inn after party in the hotel lobby then we off to the room like room put them fingers in yo mouth girl open up yo blouse and pull that gstring down south ooh ok shawty ones company twos a crowd and threes a party ya girl aint with it i got somebody in my nature shes naughty now gimme that sweet that nasty gushy stuff im a tell you what we gon do two plus two im gon undress you then we gon go three and three you gon undress me then we gonna go four and four we gon freak some more but first forget about your boyfriend and meet me at the hotel room you can bring your girlfriends and meet me at the hotel room forget about your boyfriend and meet me at the hotel room you can bring your girlfriends and meet me at the hotel room we at the hotel motel holiday inn we at the hotel motel holiday inn we at the hotel motel holiday inn we at the hotel motel holiday inn ,1,1,0,Masc & fem reference,"at the hotel motel holiday inn she like that freak stuff two and, its whatever you like bring your girls its whatever the night your man, i got somebody in my nature shes naughty now gimme that sweet that, that gstring down south ooh ok shawty ones company twos a crowd and, hotel room you can bring your girlfriends and meet me at the hotel, put them fingers in yo mouth girl open up yo blouse and pull","more but first forget about your boyfriend and meet me at the hotel, the hotel room forget about your boyfriend and meet me at the hotel, girls its whatever the night your man just left im the plumber tonight",
2009,85,Her Diamonds,Rob Thomas,man, oh what the hell she says i just cant win for losing and she lays back down man theres so many times i dont know what im doin like i dont know now by the light of the moon she rubs her eyes says its funny how the night can make you blind i can just imagine and i dont know what im supposed to do but if she feels bad then i do too so i let her be and she says oh i cant take no more her tears like diamonds on the floor and her diamonds bring me down cause i cant help her now shes down in it she tried her best and now she cant win its hard to see them on the ground her diamonds falling down way down well she sits down and stares into the distance and it takes all night and i know i could break her concentration but it dont feel right by the light of the moon she rubs her eyes sits down on the bed and starts to cry and theres something less about her and i dont know what im supposed to do so i sit down and i cry too but dont let her see and she says oh i cant take no more her tears like diamonds on the floor and her diamonds bring me down cause i cant help her now shes down in it she tried her best and now she cant win its hard to see them on the ground her diamonds falling down she shuts out the night tries to close her eyes if she can find daylight shell be alright shell be alright just not tonight and she says oh i cant take no more her tears like diamonds on the floor and her diamonds bring me down cause i cant help her now shes down in it she tried her best and now she cant win it hard to see them on the ground her diamonds falling and she says oh i cant take no more her tears like diamonds on the floor and her diamonds bring me down cause i cant help her now shes down in it she tried her best and now she cant win its hard to see them on the ground her diamonds falling down i cant take no more diamonds on the floor no more no more no more diamonds falling down i cant take no more diamonds on the floor no more no more no more no more diamonds falling down yeah i cant take no more diamonds on the floor no no no no oh diamonds fall and oh her diamonds diamonds falling down i cant take these diamonds falling down ,1,1,0,Masc & fem reference,"to see them on the ground her diamonds falling down way down well, and i know i could break her concentration but it dont feel right, by the light of the moon she rubs her eyes says its funny, just cant win for losing and she lays back down man theres so, be alright just not tonight and she says oh i cant take no, cry and theres something less about her and i dont know what im, oh what the hell she says i just cant win, her now shes down in it she tried her best and now she, to see them on the ground her diamonds falling down she shuts out, tries to close her eyes if she can find daylight shell be alright, to see them on the ground her diamonds falling and she says oh, to see them on the ground her diamonds falling down i cant take, like diamonds on the floor and her diamonds bring me down cause i, so i let her be and she says oh i cant take no, im supposed to do but if she feels bad then i do too, by the light of the moon she rubs her eyes sits down on, no oh diamonds fall and oh her diamonds diamonds falling down i cant, i cry too but dont let her see and she says oh i",losing and she lays back down man theres so many times i dont,
2009,33,Fire Burning,Sean Kingston,man, somebody call 911 shawty fire burning on the dance floor whoa fire burning fire burning what a gwaan kingston lets go hey hey hey red one hey hey shawty got that super thing hotter than the sun of south in spain got me soon as i walked through the door oh my pocket started tickling the way she dropped it low that thang got me wanna spend my money on her her she get it pop it lock it drop it that birthday cake got a candle need to blow that crazy flame away now take my red black car and my jewelery shawty is cool like the fire cool like fire somebody call 911 shawty fire burning on the dance floor whoa i gotta cool her down she wont bring the roof to the ground on the dance floor whoa shes fire burning fire burning on the dance floor that little shawtys fire burning on the dance floor shes fire burning fire burning on the dance floor that little shawtys fire burning on the dance floor fire burning fire burning that body is a masterpiece the order is one in every hundred years but aint no doubt im taking it home oh im afraid well blow them legs little mama game is about to change shell be on covers over the world world she get it pop it lock it drop it that birthday cake got a candle need to blow that crazy flame away take my red black car and my jewelery shawty is cool like the fire cool like fire somebody call 911 shawty fire burning on the dance floor whoa i gotta cool her down she wont bring the roof to the ground on the dance floor whoa shes fire burning fire burning on the dance floor that little shawtys fire burning on the dance floor shes fire burning fire burning on the dance floor that little shawtys fire burning on the dance floor fire burning fire burning she got that fire in her dance thatll make them fellas run around hey no exit from the dance floor so them boys want more hey she got that fire in her dance thatll make them fellas run around madem get outta my way everybody sing it now hey no exit from the dance floor so them boys want more what a gwaan lets go madem lets go hey she get it pop it lock it drop it that birthday cake got a candle need to blow that crazy flame away now take my red black car and my jewelery shawty is cool like the fire cool like fire somebody call 911 shawty fire burning on the dance floor whoa i gotta cool her down she wont bring the roof to the ground on the dance floor whoa shes fire burning fire burning on the dance floor that little shawtys fire burning on the dance floor shes fire burning fire burning on the dance floor that little shawtys fire burning on the dance floor fire burning fire burning somebody call 911 ,1,1,1,Masc & fem reference,"so them boys want more hey she got that fire in her dance, dance floor whoa i gotta cool her down she wont bring the roof, ground on the dance floor whoa shes fire burning fire burning on the, me wanna spend my money on her her she get it pop it, red black car and my jewelery shawty is cool like the fire cool, my pocket started tickling the way she dropped it low that thang got, lets go madem lets go hey she get it pop it lock it, dance floor fire burning fire burning she got that fire in her dance, hey hey red one hey hey shawty got that super thing hotter than, somebody call 911 shawty fire burning on the dance floor, fire burning on the dance floor shes fire burning fire burning on the, on covers over the world world she get it pop it lock it","from the dance floor so them boys want more hey she got that, from the dance floor so them boys want more what a gwaan lets",floor fire burning fire burning that body is a masterpiece the order is
2009,26,Second Chance,Shinedown,man, my eyes are open wide by the way i made it through the day i watch the world outside by the way im leaving out today i just saw haleys comet shooting she waved said why are you always running in place even the man in the moon disappeared somewhere in the stratosphere tell my mother tell my father i have done the best i can to make them realize this is my life i hope they understand im not angry im just saying sometimes goodbye is a second chance please dont cry one tear for me im not afraid of what i have to say this is my one and only voice so listen close its only for today i just saw haleys comet she waved she waved said why are you always running in place even the man in the moon disappeared somewhere in the stratosphere tell my mother tell my father i have done the best i can to make them realize this is my life i hope they understand im not angry im just saying sometimes goodbye is a second chance here is my chance this is my chance tell my mother tell my father i have done the best i can to make them realize this is my life i hope they understand im not angry im just saying sometimes goodbye is a second chance sometimes goodbye is a second chance sometimes goodbye is a second chance ,1,1,0,Masc & fem reference,"today i just saw haleys comet she waved she waved said why are, i just saw haleys comet shooting she waved said why are you always",always running in place even the man in the moon disappeared somewhere in,
2009,19,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,man, soulja boy tell em baby you know that i miss you i wanna get with you tonight but i cannot baby girl and thats the issue girl you know i miss you i just wanna kiss you but i cant right now so baby kiss me through the phone kiss me through the phone ill see you later on later on kiss me through the phone kiss me through the phone see you when i get home when i get home baby i know that you like me you my future wifey soulja boy tell em yeah you can be my bonnie i can be your clyde you could be my wife text me call me i need you in my life yeah all day every day i need ya and every time i see ya my feelings get deeper i miss ya i miss ya i really wanna kiss you but i cant six seven eight triple nine eight two one two baby you know that i miss you i wanna get with you tonight but i cannot baby girl and thats the issue girl you know i miss you i just wanna kiss you but i cant right now so baby kiss me through the phone kiss me through the phone ill see you later on later on kiss me through the phone kiss me through the phone see you when i get home when i get home baby i been thinking lately so much about you everything about you i like it i love it kissing you in public thinking nothing of it roses by the dozen talking on the phone baby you so sexy your voice is so lovely i love your complexion i miss ya i miss ya i miss ya i really wanna kiss you but i cant six seven eight triple nine eight two one two baby you know that i miss you i wanna get with you tonight but i cannot baby girl and thats the issue girl you know i miss you i just wanna kiss you but i cant right now so baby kiss me through the phone kiss me through the phone ill see you later on later on kiss me through the phone kiss me through the phone see you when i get home when i get home she call my phone like da da da da da da da da da da da da da da da we on the phone like da da da da da da da da da da da da da da da we taking pics like da da da da da da da da da da da da da da da she dial my number like da da da da da da da da da da da da da da da six seven eight triple nine eight two one two baby you know that i miss you i wanna get with you tonight but i cannot baby girl and thats the issue girl you know i miss you i just wanna kiss you but i cant right now so baby kiss me through the phone kiss me through the phone ill see you later on later on kiss me through the phone kiss me through the phone see you when i get home when i get home ,1,1,1,Masc & fem reference,"da da da da da da she dial my number like da da, you tonight but i cannot baby girl and thats the issue girl you, get home when i get home she call my phone like da da","soulja boy tell em baby you know that i miss, me you my future wifey soulja boy tell em yeah you can be","triple nine eight two one two baby you know that i miss you, get home when i get home baby i know that you like me, i miss you i just wanna kiss you but i cant right now, on kiss me through the phone kiss me through the phone see you, i miss ya i really wanna kiss you but i cant six seven, get home when i get home baby i been thinking lately so much, about you i like it i love it kissing you in public thinking, the dozen talking on the phone baby you so sexy your voice is, with you tonight but i cannot baby girl and thats the issue girl, baby kiss me through the phone kiss me through the phone ill see, soulja boy tell em baby you know that i miss"
