year,rank,song,artist,gender,lyrics,femflag,mascflag,loveflag,genderref,femphases,mascphases,lovephases
2010,2,Need You Now,Lady Antebellum,mixed, picture perfect memories scattered all around the floor reaching for the phone cause i cant fight it any more and i wonder if i ever cross your mind for me it happens all the time its a quarter after one im all alone and i need you now said i wouldnt call but i lost all control and i need you now and i dont know how i can do without i just need you now another shot of whiskey cant stop looking at the door wishing youd come sweepin in the way you did before and i wonder if i ever cross your mind for me it happens all the time its a quarter after one im a little drunk and i need you now said i wouldnt call but i lost all control and i need you now and i dont know how i can do without i just need you now guess id rather hurt than feel nothing at all its a quarter after one im all alone and i need you now and i said i wouldnt call but im a little drunk and i need you now and i dont know how i can do without i just need you now i just need you now oh baby i need you now ,0,0,1,No reference,,,just need you now oh baby i need you now
2010,94,American Honey,Lady Antebellum,mixed, she grew up on a side of the road where the church bells ring and strong love grows she grew up good she grew up slow like american honey steady as a preacher free as a weed couldnt wait to get goin but wasnt quite ready to leave so innocent pure and sweet american honey theres a wild wild whisper blowin in the wind callin out my name like a long lost friend oh i miss those days as the years go by oh nothings sweeter than summertime and american honey get caught in the race of this crazy life tryin to be everything can make you lose your mind i just wanna go back in time to american honey yea theres a wild wild whisper blowin in the wind callin out my name like a long lost friend oh i miss those days as the years go by oh nothings sweeter than summertime and american honey gone for so long now i gotta get back to her somehow to american honey ooo theres a wild wild whisper blowin in the wind callin out my name like a long lost friend oh i miss those days as the years go by oh nothins sweeter than summertime and american honey and american honey ,1,0,1,Mixed/nb - fem reference only,"now i gotta get back to her somehow to american honey ooo theres, bells ring and strong love grows she grew up good she grew up, she grew up on a side of the road where",,the church bells ring and strong love grows she grew up good she
2010,56,My Chick Bad,Ludacris Featuring Nicki Minaj,mixed, my chick bad my chick hood my chick do stuff that ya chick wish she could my chick bad the pussy rules the world version my chick hood my chick do stuff that ya chick wish she could my chick bad badder than yours my my chick bad badder than yours my my my chick bad badder than yours my my chick bad badder than yours ride or die chick with a pocket full of relish jimmy choo fetish keep me fresh like lettuce bitches get jealous cause im quite cocky since fourteen aint nah hoes stop me money i get it on the tracks i spit it thats why the credit cards dont come with no limits yall just dont get it a crib with no tenets walk through closets like im walking outta limits now thats swagger on a hundred thousand trillion row of bad bitches and they all look brazilian these niggas cant leave me i swear they cant leave me ass so fat and the pussy like fiji my chick bad diamond my chick hood my chick do stuff that ya chick wish she could my chick bad my chick hood my chick do stuff that ya chick wish she could my chick bad badder than yours my my chick bad badder than yours my my my chick bad badder than yours my my chick bad badder than yours im the baddest chick and they dont call me that for nothing diamond princess straight vvs stuntin like grey eyes hour glass frame still got the crown for best ass in the game hips of a goddess watch how i throw em so good it make em wanna tattoo my lips on em im so bad and i rep that hood pussy stay wet sex so good 10 years strong you should act like you know me hair so fine make you do the hokey pokey a good stroke in and a good stroke out now thats what im all about im the baddest my chick bad my chick hood my chick do stuff that ya chick wish she could my chick bad my chick hood my chick do stuff that ya chick wish she could my chick bad badder than yours my my chick bad badder than yours my my my chick bad badder than yours my chick bad badder than yours yeah i took a couple years off came back still bussin still reppin philly still the eve of destruction still pushing buttons thatll do away the roof still walk around with 5 thousand dollar boots so when im in the club the chicks get jealous cause im dat bitch that still keep a mean fetish still stack lettuce still stack cheese and i got a bad temper tell your nigga say please cause this is for the gs never for the bustas so put your diamond rings on and get yourself a hustler better yet a customer guaranteed to buy it sick from the lips caramel wanna try it my chick bad my chick hood my chick do stuff that ya chick wish she could my chick bad my chick hood my chick do stuff that ya chick wish she could my chick bad badder than yours my my chick bad badder than yours my my my chick bad badder than yours my chick bad badder than yoursrs ,1,0,1,Mixed/nb - fem reference only,"my chick do stuff that ya chick wish she could my chick bad, badder than yours ride or die chick with a pocket full of relish, pussy rules the world version my chick hood my chick do stuff that, all about im the baddest my chick bad my chick hood my chick, lips caramel wanna try it my chick bad my chick hood my chick, bad badder than yours my chick bad badder than yoursrs, chick bad my chick hood my chick do stuff that ya chick wish, badder than yours my my my chick bad badder than yours my my, do stuff that ya chick wish she could my chick bad my chick, ya chick wish she could my chick bad badder than yours my my, and the pussy like fiji my chick bad diamond my chick hood my, my chick bad my chick hood my chick do stuff, badder than yours im the baddest chick and they dont call me that, badder than yours my my my chick bad badder than yours my chick, when im in the club the chicks get jealous cause im dat bitch, quite cocky since fourteen aint nah hoes stop me money i get it",,"for best ass in the game hips of a goddess watch how i, she could my chick bad the pussy rules the world version my chick, it make em wanna tattoo my lips on em im so bad and, me ass so fat and the pussy like fiji my chick bad diamond, to buy it sick from the lips caramel wanna try it my chick"
2010,61,Animal,Neon Trees,mixed, here we go again i kinda wanna be more than friends so take it easy on me im afraid youre never satisfied here we go again were sick like animals we play pretend youre just a cannibal and im afraid i wont get out alive no i wont sleep tonight oh oh i want some more oh oh what are you waitin for take a bite of my heart tonight oh oh i want some more oh oh what are you waitin for what are you waitin for say goodbye to my heart tonight here we are again i feel the chemicals kickin in its gettin heavier i wanna run and hide i wanna run and hide i do it every time youre killin me now and i wont be denied by you the animal inside of you oh oh i want some more oh oh what are you waitin for take a bite of my heart tonight oh oh i want some more oh oh what are you waitin for what are you waitin for say goodbye to my heart tonight hush hush the world is quiet hush hush we both cant fight it its us that made this mess why cant you understand whoa i wont sleep tonight i wont sleep tonight here we go again oh oh i want some more oh oh what are you waitin for take a bite of my heart tonight oh oh i want some more oh oh what are you waitin for what are you waitin for what are you waitin take a bite of my heart tonight oh oh i want some more oh oh what are you waitin for what are you waitin for say goodbye to my heart tonight ,0,0,1,No reference,,,"are you waitin for say goodbye to my heart tonight, waitin for say goodbye to my heart tonight hush hush the world is, waitin take a bite of my heart tonight oh oh i want some, for take a bite of my heart tonight oh oh i want some, waitin for say goodbye to my heart tonight here we are again i"
2010,93,The Only Exception,Paramore,mixed, when i was younger i saw my daddy cry and curse at the wind he broke his own heart and i watched as he tried to reassemble it and my momma swore that she would never let herself forget and that was the day that i promised id never sing of love if it does not exist but darlin you are the only exception you are the only exception you are the only exception you are the only exception maybe i know somewhere deep in my soul that love never lasts and weve got to find other ways to make it alone but keep a straight face and ive always lived like this keeping a comfortable distance and up until now i had sworn to myself that im content with loneliness because none of it was ever worth the risk but you are the only exception you are the only exception you are the only exception you are the only exception ive got a tight grip on reality but i cant let go of whats in front of me here i know your leaving in the morning when you wake up leave me with some kind of proof its not a dream oh you are the only exception you are the only exception you are the only exception you are the only exception you are the only exception you are the only exception you are the only exception you are the only exception and im on my way to believing oh and im on my way to believing ,1,1,1,Masc & fem reference,it and my momma swore that she would never let herself forget and,cry and curse at the wind he broke his own heart and i,"the wind he broke his own heart and i watched as he tried, i promised id never sing of love if it does not exist but, somewhere deep in my soul that love never lasts and weve got to"
2010,49,Hard,Rihanna Featuring Jeezy,mixed, yeah yeah yeah yeah yeah yeah yeah yeah yeah ah yeah yeah yeah ah yeah yeah yeah ah yeah yeah yeah ah yeah ah yeah ah yeah yeah ah yeah ah yeah ah yeah yeah they can say whatever ima do whatever no pain is forever yup you know this tougher than a lion aint no need in tryin i live where the sky ends yup you know this never lyin truth teller that rihanna reign just wont let up all black on blacked out shades blacked out maybach ima rock this shit like fashion as in goin til they say stop and my runway never looked so clear but the hottest bitch in heels right here no fear and while you getting your cry on im getting my fly on sincere i see you aiming at my pedestal i betta let ya know that i i i im so hard so hard ah yeah yeah yeah im so hard too hard that i i i im so hardso hard ah yeah yeah yeah im so hard too hard that i i i im so hard so hard ah yeah yeah yeah im so hard too hard so hard so hard so hard so hard ah yeah yeah yeah that rihanna reign just wont let up ah yeah yeah yeah that rihanna reign just wont let up ah yeah yeah yeah that rihanna reign just wont let up so hard so hard so hard so hard all up on it know you wanna clone it aint like me that chick too phony ride this beat beat beat like a pony meet me at the top top top gettin loaded who think they test me now run through your town i shut it down brilliant resilient fan mail from 27 million and i want it all its gonna take more than that hope that aint all you got i need it all the money the fame the cars the clothes i cant just let you run up on me like that all on me like that yeah i see you aiming at my pedestal so i think i gotta let ya know that i i i im so hard so hard ah yeah yeah yeah im so hard too hard that i i i im so hardso hard ah yeah yeah yeah im so hard too hard that i i i im so hard so hard ah yeah yeah yeah im so hard too hard so hard so hard so hard so hard go hard or go home back to your residence soon the red dogs will give the block back to the presidents i used to run my own block like obama did you aint gotta believe me go ask my momma then you couldnt even come in my room it smelled like a kilo looked like me and two of my boys playing casino trying to sell they peeping my bag they cant afford it tell em to give me back my swag they tryin to clone me see my louis tux louis flag louis frames louis belt what that make me louis mane im in an all white party wearin all black with my new black watch call it the heart attack cardiac arrest cardiac a wrist yeah they say theyre hard they aint hard as this hard the one word describes me if i wasnt doin this you know where i be too hard where dem girls talkin trash where dem girls talkin trash where they at where they at where they at where dem bloggers at where dem bloggers at where they at where they at where they at where your lighters at where your lighters at where they at where they at where they at so hard so hard so hard so hard that i i i im so hard yeah yeah yeah im so hard that i i i im so hardso hard yeah yeah yeah im so hard too hard so hard so hardso hard so hard so hard too hard that i i i ,1,1,1,Masc & fem reference,"i be too hard where dem girls talkin trash where dem girls talkin, clone it aint like me that chick too phony ride this beat beat",like me and two of my boys playing casino trying to sell they,new black watch call it the heart attack cardiac arrest cardiac a wrist
2010,77,Naturally,Selena Gomez & The Scene,mixed, naturally how you choose to express yourself its all your own and i can tell it comes naturally it comes naturally you follow what you feel inside its intuitive you dont have to try it comes naturally hmm it comes naturally and it takes my breath away away away away you are the thunder and i am the lightning and i love the way you know who you are and to me its exciting when you know its meant to be everything comes naturally it comes naturally when youre with me baby everything comes naturally it comes naturally bay bay bay baby you have a way of moving me a force of nature your energy it comes naturally it comes naturally hmm yeah and it takes my breath away away away away what you do so naturally you are the thunder and i am the lightning and i love the way you know who you are and to me its exciting when you know its meant to be everything comes naturally it comes naturally when youre with me baby everything comes naturally it comes naturally bay bay bay baby bay bay bay baby when we collide sparks fly when you look in my eyes it takes my breath away it takes my breath away you are you are the thunder and i am the lightning and i know its meant to be you are the thunder and i am the lightning and i love the way you know who you are and to me its exciting when you know its meant to be everything comes naturally it comes naturally when youre with me baby everything comes naturally it comes naturally bay bay baby bay bay baby everything baby comes naturally ,0,0,1,No reference,,,"i am the lightning and i love the way you know who you, bay bay baby bay bay bay baby when we collide sparks fly when, bay bay baby bay bay baby everything baby comes naturally, comes naturally when youre with me baby everything comes naturally it comes naturally"
2010,81,Stuck Like Glue,Sugarland,mixed, absolutely no one who knows me better no one that can make me feel so good how did we stay so long together when everybody everybody said we never would and just when i i start to think theyre right that love has died there you go making my heart beat again heart beat again heart beat again there you go making me feel like a kid wont you do it and do it one time there you go pulling me right back in right back in right back in and i know im never letting this go im stuck on you whoaoh whoaoh stuck like glue you and me baby were stuck like glue whoaoh whoaoh stuck like glue you and me baby were stuck like glue some days i dont feel like trying some days you know i wanna just give up when it doesnt matter whos right fight about it all night had enough you give me that look im sorry baby lets make up you do that thing that makes me laugh and just like that there you go making my heart beat again heart beat again heart beat again there you go making me feel like a kid wont you do it and do it one time there you go pulling me right back in right back in right back in and i know im never letting this go im stuck on you whoaoh whoaoh stuck like glue you and me baby were stuck like glue whoaoh whoaoh stuck like glue you and me baby were stuck like glue whoaoh whoaoh you almost stay out too stuck together from the atl whoaoh whoaoh feeling kinda sick just a spoon full of sugar make it better real quick i say whoaoh whoaoh whatcha gonna do with that whoaoh whoaoh come on over here with that sugar sticky sweet stuff come on give me that stuff everybody want some melodies that get stuck up in your head whoaoh whoaoh up in your head whoaoh whoaoh up in your head whoaoh whoaoh up in your head whoaoh whoaoh whoaoh whoaoh stuck like glue you and me together say its all i wanna do i said there you go making my heart beat again heart beat again heart beat again there you go making me feel like a kid wont you do it and do it one time there you go pulling me right back in right back in right back in and i know i know im never letting this go never letting this go there you go making my heart beat again heart beat again heart beat again there you go making me feel like a kid wont you do it and do it one time there you go pulling me right back in right back in right back in and i know know im never letting this go never letting this go im stuck on you whoaoh whoaoh stuck like glue you and me baby were stuck like glue whoaoh whoaoh stuck like glue you and me baby were stuck like glue whoaoh whoaoh stuck like glue you and me baby were stuck like glue ,0,0,1,No reference,,,"stuck like glue you and me baby were stuck like glue some days, heart beat again heart beat again heart beat again there you go making, said there you go making my heart beat again heart beat again heart, give me that look im sorry baby lets make up you do that, start to think theyre right that love has died there you go making, that there you go making my heart beat again heart beat again heart, stuck like glue you and me baby were stuck like glue whoaoh whoaoh, go there you go making my heart beat again heart beat again heart, like glue you and me baby were stuck like glue"
2010,92,If I Die Young,The Band Perry,mixed, if i die young bury me in satin lay me down on a bed of roses sink me in the river at dawn send me away with the words of a love song uh oh uh oh lord make me a rainbow ill shine down on my mother shell know im safe with you when she stands under my colors oh and life aint always what you think it ought to be no aint even grey but sheburies her baby the sharp knife of a short life oh well ive had just enough time if i die young bury me in satin lay me down on a bed of roses sink me in the river at dawn send me away with the words of a love song the sharp knife of a short life oh well ive had just enough time and ill be wearing white when i come into your kingdom as green as the ring on my little cold finger ive never known the loving of a man but it sure felt nice when he was holding my hand theres a boy here in town says hell love me forever who would have thought forever could be severed by the sharp knife of a short life oh well ive had just enough time so put on your best boys and ill wear my pearls what i never did is done a penny for my thoughts oh no ill sell em for a dollar theyre worth so much more after im a goner and maybe then youll hear the words ive been singing funny when youre dead how people start listenn if i die young bury me in satin lay me down on a bed of roses sink me in the river at dawn send me away with the words of a love song the ballad of a dove go with peace and love gather up your tears keep em in your pocket save them for a time when youre really gonna need them the sharp knife of a short life oh well ive had just enough time so put on your best boys and ill wear my pearls ,1,1,1,Masc & fem reference,"know im safe with you when she stands under my colors oh and, no aint even grey but sheburies her baby the sharp knife of a","never known the loving of a man but it sure felt nice when, time so put on your best boys and ill wear my pearls what, put on your best boys and ill wear my pearls, was holding my hand theres a boy here in town says hell love","boy here in town says hell love me forever who would have thought, aint even grey but sheburies her baby the sharp knife of a short, away with the words of a love song the ballad of a dove, away with the words of a love song uh oh uh oh lord, away with the words of a love song the sharp knife of a"
2010,20,Imma Be,The Black Eyed Peas,mixed, imma be imma be imma imma imma be imma be imma be imma imma imma be imma be imma be imma imma imma be imma be be be be imma imma be imma be be be be imma imma be imma be be be be imma imma be imma be on the next level imma be rocking over that bass tremble imma be chilling with my motherfuckin crew imma be making all them deals you wanna do ha imma be up in them a list flicks doin one handed flips and imma be sipping on drinks cause imma be shaking my hips you goin be licking your lips imma be taking them pics lookin all fly and shit imma be the fliest chick so fly imma be spreading my wings imma be doing my thing do it do it okay imma imma swing it this way imma imma imma imma swing it thata way this is freaky fergie and imma imma be here to say 21st century til infinity imma be imma be imma imma imma be imma be imma be imma imma imma be rich baby what what imma imma imma be the shit baby check me out be imma be imma be on top never stop be be imma be imma be imma imma imma be imma be freakin her imma imma imma be imma be be be imma imma be imma be the upgraded new negro imma be the average brother with soul imma be world wide international imma be in rio rocking tokyo imma be brilliant with my millions loan out a billion i get back a trillion imma be a brother but my name aint lemen imma be ya banker loading out semen honeys in debt but we bouncing them checks but i dont really mind when they bouncing them checks imma be imma be imma be imma be rich imma be imma imma be imma imma be imma be sick with the flow when the goal is to rock the whole globe imma be the future imma be the whole reason why you niggas come to a show you can see what im rockin and im kickin down a door imma be up in the club doin whatever i like imma be popping that bubbly coolin and living that good life oh lets make this last forever partying and well chill together on and on and on and on and on and on and on and on and imma be rocking like this what yall niggas wanna talk shit but wanting you put it on the blog nigga rocking like this my job nigga we cant help that we popular and all these folks want to flock to us come to a show and just rock with us a million plus with binoculars imma be imma be imma be imma be imma be living that good life imma be living that good good imma be imma be imma be imma be imma be living that good life imma be living that good good imma be imma be imma be imma be imma be living that good life imma be living that good good imma be imma be imma be imma be imma be living that good life imma be living that good good imma be imma be imma be imma be imma be imma be imma be rocking that apldeap infinite bep we definite we on some next level shit futuristic musically power will full with energy from the soul we sonically sending positivity crossed the globe and seven seas take care our families rocking shows makin cheese imma be out with my peas living life feeling free thats how its supposed to be come join my festivities celebrate like imma be imma be imma be imma be imma be imma be imma be imma be imma be imma be imma be imma be imma be ,1,0,1,Mixed/nb - fem reference only,"imma imma be imma be freakin her imma imma imma be imma be, and shit imma be the fliest chick so fly imma be spreading my",,"drinks cause imma be shaking my hips you goin be licking your lips, be imma imma imma be rich baby what what imma imma imma be"
2010,58,Meet Me Halfway,The Black Eyed Peas,mixed, i cant go any further than this i want you so badly its my biggest wish i spent my time just thinking thinking thinking bout you every single day yes im really missin missin you and all those things we use to use to use to do hey girl whats up it use it use to be just me and you i spent my time just thinking thinking thinking bout you every single day yes im really missing missing you and all those things we use to use to use to do hey girl whats up whats up whats up whats up can you meet me halfway right at the borderline is where im gonna wait for you ill be looking out night n day took my heart to the limit and this is where i stay i cant go any further than this i want you so bad its my only wish girl i travel round the world and even sail the seven seas across the universe i go to other galaxies just tell me where to go just tell me where you wanna to meet i navigate myself myself to take me where you be cause girl i want i i i want you right now i travel uptown town i travel downtown i wanna to have you around round like every single day i love you alway ways can you meet me half way ill meet you halfway right at the borderline thats where im gonna wait for you ill be looking out night n day took my heart to the limit and this is where ill stay i cant go any further than this i want you so bad its my only wish i cant go any further than this i want you so bad its my only wish lets walk the bridge to the other side just you and i just you and i i will fly ill fly the skies for you and i for you and i i will try until i die for you and i for you and i for for you and i for for you and i for for you and i for you and i can you meet me half way can you meet me half way can you meet me half way can you meet me half way meet me half way right at the borderline thats where im gonna wait for you ill be looking out night n day took my heart to the limit and this is where ill stay i cant go any further than this i want you so bad its my only wish i cant go any further than this i want you so bad its my only wish ,1,0,1,Mixed/nb - fem reference only,"so bad its my only wish girl i travel round the world and, use to use to do hey girl whats up whats up whats up, use to use to do hey girl whats up it use it use, take me where you be cause girl i want i i i want",,"round like every single day i love you alway ways can you meet, out night n day took my heart to the limit and this is"
2010,75,Rock That Body,The Black Eyed Peas,mixed, i wanna rock right now i want i wanna rock right now i want i wanna rock right now now now rock right now i want i wanna rock right now i want i wanna rock right now i want i wanna rock right now i wanna dance i wanna dance in the light i wanna rock i wanna rock yo body i wanna go i wanna go for a ride up in the music amp rock yo body right rock ya body come on come on rock that body rock your body rock ya body come on come on rock ya body rock ya body come on come on rock that body rock yo body rock ya body come on come on rock ya body let me see your body rock shakin from the bottom to the top freak to what the dj drop we be the ones to make it hot to make it hot electric shock energy like a million watts space be boom and the speakas pop galactic gone and miss the spot we bumpin in your parkin lot parkin lot when you comin up in the spot dont bring nothin we cause we running around the clock hit the lights and then turn them off if you bring that dont make you soft like the jungle we run the block no one rollin the way we rock i want i wanna rock right now i want i wanna rock right now i want i wanna rock right now i wanna dance i wanna dance in the light i wanna rock i wanna rock yo body i wanna go i wanna go for a ride up in the music amp rock yo body right rock ya body come on come on rock that body rock that body rock ya body come on come on rock ya body rock ya body come on come on rock that body rock your body rock ya body come on come on rock ya body super fly ladies all on my super fly ladies all on my super fly ladies all on my super super fly ladies yeah you could be big but long as you feel like youre all you could be the model type skinny with no appetite short stacks black or white long as you do what you like body outta sight body body outta sight she does the two step and the tongue drop she does the cabbage patch and the bus stop she like electro she love hip hop she like the reggae she feel punk rock she like the samba and the mambo she like to break dance and calypso get a little crazy get a little stupid get a little crazy little crazy little crazy i wanna dance i wanna dance in the light i wanna rock i wanna rock yo body i wanna go i wanna go for a ride up in the music amp rock yo body right rock yo body right rock yo body yeah come on yeah rock ya body come on come on rock that body rock that body rock ya body come on come on rock ya body whoaoh ohoh ohohohoh i wanna i wanna rock right now i wanna i wanna rock whoaoh ohoh ohohohoh i wanna i wanna rock whoaoh ohoh ohohohoh i wanna i wanna rock right now i wanna i wanna rock right now i wanna i wanna rock right now now now rock right now i wanna i wanna rock right now i wanna i wanna rock right now i wanna i wanna rock right now ,1,0,1,Mixed/nb - fem reference only,"the reggae she feel punk rock she like the samba and the mambo, cabbage patch and the bus stop she like electro she love hip hop, all on my super super fly ladies yeah you could be big but, on rock ya body super fly ladies all on my super fly ladies, outta sight body body outta sight she does the two step and the",,"body rock yo body rock ya body come on come on rock ya, on rock that body rock your body rock ya body come on come, wanna rock i wanna rock yo body i wanna go i wanna go, on rock ya body rock ya body come on come on rock that, on rock that body rock that body rock ya body come on come, as you do what you like body outta sight body body outta sight, body rock your body rock ya body come on come on rock ya, yeah come on yeah rock ya body come on come on rock that, in the music amp rock yo body right rock ya body come on, bus stop she like electro she love hip hop she like the reggae, body rock that body rock ya body come on come on rock ya, in the music amp rock yo body right rock yo body right rock"
2010,78,Un-Thinkable (I'm Ready),Alicia Keys,woman, moment of honesty someones gotta take the lead tonight whos it gonna be im gonna sit right here and tell you all that comes to me if you have something to say you should say it right now you give me a feeling that i never felt before and i deserve it i think i deserve it its becoming something thats impossible to ignore and i cant take it i was wondering maybe could i make you my baby if we do the unthinkable would it make us look crazy if you ask me im ready if you ask me im ready i know you said to me this is exactly how it should feel when its meant to be time is only wasting so why wait for eventually if we gonna do something bout it we should do it right now we should do it right now you give me a feeling that i never felt before and i deserve it i know i deserve it its becoming something thats impossible to ignore it is what we make it i was wondering maybe could i make you my baby if we do the unthinkable would it make us look crazy or would it be so beautiful either way im sayin if you ask me im ready if you ask me im ready why give up before we try feel the lows before the highs clip our wings before we fly away fly away i cant say i came prepared im suspended in the air wont you come be in the sky with me i was wondering maybe could i make you my baby if we do the unthinkable would it make us look crazy or would it be so beautiful either way im sayin if you ask me im ready if you ask me im ready if you ask me im ready if you ask me im ready ,0,0,1,No reference,,,maybe could i make you my baby if we do the unthinkable would
2010,99,Try Sleeping With A Broken Heart,Alicia Keys,woman, even if you were a million miles away i can still feel you in my bed near me touch me feel me and even at the bottom of the sea i could still hear inside my head telling me touch me feel me and all the time you were telling me lies so tonight im gonna find a way to make it without you tonight im gonna find a way to make it without you im gonna hold on to the times that we had tonight im gonna find a way to make it without you have you ever try sleeping with a broken heart well you could try sleeping in my bed lonely own me nobody ever shut it down like you you wore the crown you made my body feel heaven bound why dont you hold me need me i thought you told me youd never leave me looking in the sky i could see your face then i knew right where i fit in take me make me you know that ill always be in love with you right till the end so tonight im gonna find a way to make it without you tonight im gonna find a way to make it without you im gonna hold on to the times that we had tonight im gonna find a way to make it without you anybody couldve told you right from the start its bout to fall apart so rather than hold on to a broken dream ill just hold on to love and i could find a way to make it dont hold on too tight ill make it without you tonight so tonight im gonna find a way to make it without you tonight im gonna find a way to make it without you im gonna hold on to the times that we had tonight im gonna find a way to make it without you ,0,0,1,No reference,,,"hear inside my head telling me touch me feel me and all the, wore the crown you made my body feel heaven bound why dont you, know that ill always be in love with you right till the end, ever try sleeping with a broken heart well you could try sleeping in, dream ill just hold on to love and i could find a way, you in my bed near me touch me feel me and even at"
2010,88,Undo It,Carrie Underwood,woman, shouldve known by the way you pass me by there was something in your eyes and it wasnt right i shouldve walked but i never had the chance everything got out of hand and i let it slide now i only have myself to blame for falling for your stupid games i wish my life could be the way it was before i saw your face you stole my happy you made me cry you took the lonely and took me for a ride and i wanna un un un un undo it you had my heart now i want it back im starting to see everything you lack boy you blew it you put me through it i wanna un un un un undo it na na na na na na na na na na na na na na na na now your photos dont have a picture frame and i never say your name and i never will and all your things well i threw them in the trash and im not even sad now you only have yourself to blame for playing all those stupid games youre always gonna be the same oh no youll never change you stole my happy you made me cry you took the lonely and took me for a ride and i wanna un un un un undo it you had my heart now i want it back im starting to see everything you lack boy you blew it you put me through it i wanna un un un un undo it na na na na na na na na na na na na na na na na you want my future you cant have it still trying to erase you from my past i need you gone so fast you stole my happy you made me cry you took the lonely and took me for a ride and i wanna un un un un undo it you had my heart now i want it back im starting to see everything you lack boy you blew it you put me through it i wanna un un un un undo it you stole my happy you made me cry you took the lonely and took me for a ride boy you blew it you put me through it i wanna un un un un undo it ,0,1,1,Opposite-gender,,"and took me for a ride boy you blew it you put me, starting to see everything you lack boy you blew it you put me",un undo it you had my heart now i want it back im
2010,17,Teenage Dream,Katy Perry,woman, you think im pretty without any makeup on you think im funny when i tell the punch line wrong i know you get me so i let my walls come down down before you met me i was all right but things were kinda heavy you brought me to life now every february youll be my valentine valentine lets go all the way tonight no regrets just love we can dance until we die you and i will be young forever you make me feel like im living a teenage dream the way you turn me on i cant sleep lets run away and dont ever look back dont ever look back my heart stops when you look at me just one touch now baby i believe this is real so take a chance and dont ever look back dont ever look back we drove to cali and got drunk on the beach got a motel and built a fort out of sheets i finally found you my missing puzzle piece im complete lets go all the way tonight no regrets just love we can dance until we die you and i well be young forever you make me feel like im living a teenage dream the way you turn me on i cant sleep lets run away and dont ever look back dont ever look back my heart stops when you look at me just one touch now baby i believe this is real so take a chance and dont ever look back dont ever look back ima get your heart racing in my skintight jeans be your teenage dream tonight let you put your hands on me in my skintight jeans be your teenage dream tonight youuuu you make me feel like im living a teenage dream the way you turn me on i cant sleep lets runaway and dont ever look back dont ever look back my heart stops when you look at me just one touch now baby i believe this is real so take a chance and dont ever look back dont ever look back ima get your heart racing in my skintight jeans be your teenage dream tonight let you put your hands on me in my skintight jeans be your teenage dream tonight ,0,0,1,No reference,,,"ever look back ima get your heart racing in my skintight jeans be, back dont ever look back my heart stops when you look at me, the way tonight no regrets just love we can dance until we die"
2010,1,TiK ToK,Ke$ha,woman, wake up in the morning feeling like p diddy hey what up girl grab my glasses im out the door im gonna hit this city lets go before i leave brush my teeth with a bottle of jack cause when i leave for the night i aint coming back im talking pedicure on our toes toes trying on all our clothes clothes boys blowing up our phones phones droptopping playing our favorite cds pulling up to the parties trying to get a little bit tipsy dont stop make it pop dj blow my speakers up tonight ima fight till we see the sunlight ticktock on the clock but the party dont stop no dont stop make it pop dj blow my speakers up tonight ima fight till we see the sunlight ticktock on the clock but the party dont stop no aint got a care in world but got plenty of beer aint got no money in my pocket but im already here and now the dudes are lining up cause they hear we got swagger but we kick em to the curb unless they look like mick jagger im talking about everybody getting crunk crunk boys tried to touch my junk junk gonna smack him if he getting too drunk drunk now now we goin till they kick us out out or the police shut us down down police shut us down down popo shut us dont stop make it pop dj blow my speakers up tonight ima fight till we see the sunlight ticktock on the clock but the party dont stop no dont stop make it pop dj blow my speakers up tonight ima fight till we see the sunlight ticktock on the clock but the party dont stop no dj you build me up you break me down my heart it pounds yeah you got me with my hands up you got me now you got that sound yeah you got me dj you build me up you break me down my heart it pounds yeah you got me with my hands up put your hands up put your hands up now the party dont start till i walk in dont stop make it pop dj blow my speakers up tonight ima fight till we see the sunlight ticktock on the clock but the party dont stop no dont stop make it pop dj blow my speakers up tonight ima fight till we see the sunlight ticktock on the clock but the party dont stop no ,1,1,1,Masc & fem reference,like p diddy hey what up girl grab my glasses im out the,"im already here and now the dudes are lining up cause they hear, talking about everybody getting crunk crunk boys tried to touch my junk junk, trying on all our clothes clothes boys blowing up our phones phones droptopping","up you break me down my heart it pounds yeah you got me, getting crunk crunk boys tried to touch my junk junk gonna smack him"
